"","...1","X","Barcode","contig","Region","Type","From","To","Most_smimilar_known_cluster_name","Most_smimilar_known_cluster_type","Similarity_pct","Assembly","kort_navn","Domain","Phylum","Class","Order","Family","Genus","Species","Species_name","duplicate_kort_navn","Species_name_new"
"1161",1161,1707,87,1,1.11,"lanthipeptide-class-iv",2385256,2407195,"Unknown","Unknown",0,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1162",1162,1708,87,1,1.12,"RRE-containing,lanthipeptide-class-iv,lanthipeptide-class-ii",2673801,2714825,"Unknown","Unknown",0,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1163",1163,1709,87,1,1.13,"hglE-KS,T1PKS",3308430,3362863,"A33853","Other",8,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1164",1164,1710,87,1,1.14,"ladderane,NRPS,T2PKS,butyrolactone",3695584,3860641,"griseorhodin A","Polyketide:Type II polyketide",93,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1165",1165,1711,87,1,1.15,"NI-siderophore",4107034,4118205,"legonoxamine A/desferrioxamine B/legonoxamine B","Other",83,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1166",1166,1712,87,1,1.16,"indole",4134854,4155993,"5-isoprenylindole-3-carboxylate ß-D-glycosyl ester","Other",23,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1167",1167,1713,87,1,1.17,"RRE-containing",5090490,5109716,"dehydrofosmidomycin","Other",15,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1168",1168,1714,87,1,1.18,"NI-siderophore",5741050,5756658,"Unknown","Unknown",0,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1169",1169,1715,87,1,1.19,"thiopeptide,thioamitides,LAP",6605188,6642861,"ansamitocin P-3","Polyketide",4,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1170",1170,1716,87,1,1.2,"RiPP-like",6674908,6682865,"hexacosalactone A","Other",4,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1171",1171,1717,87,1,1.21,"T3PKS,thioamide-NRP",6720309,6815994,"azicemicin B","Polyketide",17,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1172",1172,1718,87,1,1.22,"NRPS,lanthipeptide-class-ii,T2PKS,redox-cofactor,T1PKS",6831380,6950805,"xantholipin","Polyketide",16,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1173",1173,1719,87,1,1.23,"CDPS",7229735,7250457,"purincyclamide","Other",40,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1174",1174,1720,87,1,1.24,"hglE-KS,T1PKS",7641466,7692933,"hexacosalactone A","Other",13,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1175",1175,1721,87,1,1.25,"terpene",7881318,7901565,"ebelactone","Polyketide",5,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1176",1176,1722,87,1,1.26,"thiopeptide,LAP",8138451,8168159,"lactazole","RiPP:Thiopeptide",66,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1177",1177,1723,87,1,1.27,"T3PKS",8252491,8293591,"clifednamide A","NRP+Polyketide",30,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1178",1178,1724,87,1,1.28,"lanthipeptide-class-iv",8465592,8488312,"desulfoclethramycin/clethramycin","Other",4,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1179",1179,1725,87,1,1.29,"terpene",8548590,8568734,"Unknown","Unknown",0,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1180",1180,1726,87,1,1.3,"NRPS-like",8614135,8656759,"tautomycin","Polyketide:Modular type I polyketide",10,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1181",1181,1727,87,1,1.31,"terpene",8779859,8800953,"nocathiacin","RiPP:Thiopeptide",4,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1182",1182,1728,88,1,1.1,"terpene",510193,532046,"Unknown","Unknown",0,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1183",1183,1729,88,1,1.2,"lassopeptide",636652,660566,"paeninodin","RiPP",100,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1184",1184,1730,88,11,3.1,"NRPS-like",90414,133995,"Unknown","Unknown",0,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1185",1185,1731,88,14,5.1,"betalactone",18922,4416,"fengycin","NRP",40,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1186",1186,1732,88,14,5.2,"NRPS",68695,115705,"Unknown","Unknown",0,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1187",1187,1733,88,14,5.3,"RiPP-like",140667,150927,"Unknown","Unknown",0,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1188",1188,1734,88,2,6.1,"LAP",486578,510112,"Unknown","Unknown",0,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1189",1189,1735,88,2,6.2,"NRPS,T1PKS",1071194,1140343,"paenilamicin/paenilamicin A2/paenilamicin B1/paenilamicin B2","NRP+Polyketide",35,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1190",1190,1736,88,2,6.3,"NI-siderophore",1181663,1195380,"petrobactin","Other",100,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1191",1191,1737,88,2,6.4,"NRP-metallophore,NRPS",1495706,1547458,"bacillibactin","NRP",85,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1192",1192,1738,88,2,6.5,"RiPP-like",1580589,1590900,"Unknown","Unknown",0,"barcode88","(i87)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A mycoides","Bacillus_A mycoides",FALSE,"Bacillus_A mycoides"
"1193",1193,1739,89,10,2.1,"T3PKS",136133,176717,"flaviolin/1,3,6,8-tetrahydroxynaphthalene","Polyketide",100,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1194",1194,1740,89,10,2.2,"T1PKS",390488,439043,"foxicin A/foxicin B/foxicin C/foxicin","NRP+Polyketide",43,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1195",1195,1741,89,10,2.3,"thiopeptide,LAP",49824,539274,"Unknown","Unknown",0,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1196",1196,1742,89,10,2.4,"lanthipeptide-class-iii,NRPS,NAPAA",583474,639418,"stenothricin","NRP:Cyclic depsipeptide",13,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1197",1197,1743,89,10,2.5,"betalactone",693273,725188,"Unknown","Unknown",0,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1198",1198,1744,89,10,2.6,"melanin",830336,840707,"melanin","Other",71,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1199",1199,1745,89,10,2.7,"terpene",1152841,1174094,"2-methylisoborneol","Terpene",100,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1200",1200,1746,89,10,2.8,"T3PKS",1241446,1282504,"alkylresorcinol","Polyketide",100,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1201",1201,1747,89,10,2.9,"butyrolactone",1403324,1414091,"lactonamycin","Polyketide",5,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1202",1202,1748,89,11,3.1,"RiPP-like",277829,288044,"informatipeptin","RiPP:Lanthipeptide",42,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1203",1203,1749,89,12,4.1,"RiPP-like",886122,896958,"Unknown","Unknown",0,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1204",1204,1750,89,12,4.2,"butyrolactone",1000301,1010039,"Unknown","Unknown",0,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1205",1205,1751,89,2,6.1,"NRPS",173148,232124,"Unknown","Unknown",0,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1206",1206,1752,89,2,6.2,"T2PKS,butyrolactone",301313,373795,"prejadomycin/rabelomycin/gaudimycin C/gaudimycin D/UWM6/gaudimycin A","Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide",35,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1207",1207,1753,89,3,7.1,"terpene",781328,800972,"albaflavenone","Terpene",100,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1208",1208,1754,89,3,7.2,"NI-siderophore",1461413,1472478,"schizokinen","Other",30,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1209",1209,1755,89,3,7.3,"RiPP-like",1646063,1657544,"Unknown","Unknown",0,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1210",1210,1756,89,3,7.4,"terpene",1678284,1700176,"geosmin","Terpene",100,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1211",1211,1757,89,3,7.5,"T1PKS,hglE-KS",1776435,1828497,"hexacosalactone A","Other",11,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1212",1212,1758,89,3,7.6,"NI-siderophore",1878264,1891386,"Unknown","Unknown",0,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1213",1213,1759,89,3,7.7,"terpene",2372782,2399626,"hopene","Terpene",92,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1214",1214,1760,89,3,7.8,"indole,T2PKS",2414000,2493489,"spore pigment","Polyketide",83,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1215",1215,1761,89,5,9.1,"NAPAA",346763,380638,"e-Poly-L-lysine","NRP",100,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1216",1216,1762,89,5,9.2,"ectoine",617595,627993,"ectoine","Other",100,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1217",1217,1763,89,5,9.3,"RRE-containing",1586931,1608328,"amycolamycin A/amycolamycin B","Polyketide",4,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1218",1218,1764,89,5,9.4,"melanin",1671958,1682383,"istamycin","Saccharide",7,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1219",1219,1765,89,5,9.5,"NI-siderophore",1778306,1790078,"desferrioxamin B/desferrioxamine E","Other",83,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1220",1220,1766,89,6,10.1,"NRPS,T1PKS",399694,454934,"jomthonic acid A/jomthonic acid B/jomthonic acid C","NRP",24,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1221",1221,1767,89,7,11.1,"butyrolactone",70,3856,"lactonamycin","Polyketide",3,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1222",1222,1768,89,7,11.2,"NRPS,T1PKS,butyrolactone,PKS-like,NRPS-like,ectoine",5863,270492,"caniferolide A/caniferolide B/caniferolide C/caniferolide D","Polyketide:Modular type I polyketide",46,"barcode89","(i88)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces sp012273515","Streptomyces sp012273515",FALSE,"Streptomyces sp012273515"
"1223",1223,1769,90,1,1.1,"NRPS",77999,134488,"cysteoamide","NRP",18,"barcode90","(i89)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Mycobacteriales","f__Mycobacteriaceae","g__Nocardia","s__","Nocardia (i89)",FALSE,"Nocardia (i89)"
"1224",1224,1770,90,1,1.2,"NRPS",226909,280813,"calicheamicin","Polyketide",2,"barcode90","(i89)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Mycobacteriales","f__Mycobacteriaceae","g__Nocardia","s__","Nocardia (i89)",FALSE,"Nocardia (i89)"
"1225",1225,1771,90,11,3.1,"NRPS",68151,120174,"youssoufene A1/youssoufene B1/youssoufene B2/youssoufene B3/youssoufene B4","Polyketide",11,"barcode90","(i89)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Mycobacteriales","f__Mycobacteriaceae","g__Nocardia","s__","Nocardia (i89)",FALSE,"Nocardia (i89)"
"1226",1226,1772,90,11,3.2,"NRP-metallophore,NRPS",433862,479021,"nocobactin NA/nocobactin NA 10152B","NRP+Polyketide",37,"barcode90","(i89)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Mycobacteriales","f__Mycobacteriaceae","g__Nocardia","s__","Nocardia (i89)",FALSE,"Nocardia (i89)"
